date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:01:13	1419/1419	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Jul%202025%2002:01:14%20GMT	https://www.leqom.com/robots.txt		(from )
10:01:13	37309/37309	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:14%20GMT	https://www.leqom.com/	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/index.html	(from )
10:01:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Jul%202025%2002:01:15%20GMT	http://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	D:/Projects/leqom.com%20-%20OG%20Copy/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.0.delayed	(from https://www.leqom.com/)
10:01:14	1776/1776	---M-Z	200	added ('OK')	text/css	etag:W/%226f0-qUoFmzF4tK3sCeMoGs4oGaMAlaQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	D:/Projects/leqom.com%20-%20OG%20Copy/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	(from https://www.leqom.com/)
10:01:14	83470/83470	---M--	200	added ('OK')	text/css	date:Thu,%2024%20Jul%202025%2002:01:15%20GMT	https://www.leqom.com/view/asset/user-2-1-2-30c44d0829cdb296ff1dd3a8e7223742.css	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/asset/user-2-1-2-30c44d0829cdb296ff1dd3a8e7223742.css	(from https://www.leqom.com/)
10:01:14	1602/1602	---M--	200	added ('OK')	text/css	etag:%22642-62431e9bb003b%22	https://www.leqom.com/js/jqueryplugin/remodal/1.1.1/remodal.css	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/js/jqueryplugin/remodal/1.1.1/remodal.css	(from https://www.leqom.com/)
10:01:15	5718/5718	---M--	200	added ('OK')	text/css	etag:%221656-62431e9bb003b%22	https://www.leqom.com/js/jqueryplugin/remodal/1.1.1/remodal-default-theme.css	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/js/jqueryplugin/remodal/1.1.1/remodal-default-theme.css	(from https://www.leqom.com/)
10:01:15	583/583	---M--	200	added ('OK')	text/css	date:Thu,%2024%20Jul%202025%2002:01:16%20GMT	https://www.leqom.com/view/asset/system-2-1-2-78e567dc05121ea6e0c5107158f4037f.css	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/asset/system-2-1-2-78e567dc05121ea6e0c5107158f4037f.css	(from https://www.leqom.com/)
10:01:15	424/424	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:16%20GMT	https://www.leqom.com/view/member/login	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/member/login.html	(from https://www.leqom.com/)
10:01:15	23135/23135	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:16%20GMT	https://www.leqom.com/view/category/product	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/category/product.html	(from https://www.leqom.com/)
10:01:16	43118/43118	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:17%20GMT	https://www.leqom.com/view/page/story	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/page/story.html	(from https://www.leqom.com/)
10:01:16	44924/44924	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:17%20GMT	https://www.leqom.com/view/page/diosgenin	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/page/diosgenin.html	(from https://www.leqom.com/)
10:01:16	49815/49815	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:17%20GMT	https://www.leqom.com/view/page/voice	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/page/voice.html	(from https://www.leqom.com/)
10:01:17	34326/34326	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:18%20GMT	https://www.leqom.com/view/page/shoplist	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/page/shoplist.html	(from https://www.leqom.com/)
10:01:17	31451/31451	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:18%20GMT	https://www.leqom.com/view/guide	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/guide.html	(from https://www.leqom.com/)
10:01:17	22101/22101	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:18%20GMT	https://www.leqom.com/view/company	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/company.html	(from https://www.leqom.com/)
10:01:18	26497/26497	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:18%20GMT	https://www.leqom.com/view/contract	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/contract.html	(from https://www.leqom.com/)
10:01:18	33922/33922	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:19%20GMT	https://www.leqom.com/view/policy	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/policy.html	(from https://www.leqom.com/)
10:01:18	20964/20964	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:19%20GMT	https://www.leqom.com/view/cart	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/cart.html	(from https://www.leqom.com/)
10:01:18	1238402/1238402	---M--	200	added ('OK')	image/png	etag:%2264a7d6ca-12e582%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/fv_img.png	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/fv_img.png	(from https://www.leqom.com/)
10:01:19	208079/208079	---M--	200	added ('OK')	image/jpeg	etag:%2263918a24-38eb4%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/intro_bg_pc.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/intro_bg_pc.jpg	(from https://www.leqom.com/)
10:01:19	121127/121127	---M--	200	added ('OK')	image/jpeg	etag:%2263918a25-1d927%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/live_supplely_bg_pc.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/live_supplely_bg_pc.jpg	(from https://www.leqom.com/)
10:01:19	59751/59751	---M--	200	added ('OK')	image/jpeg	etag:%2263918a25-10c07%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/thought_bg.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/thought_bg.jpg	(from https://www.leqom.com/)
10:01:19	64094/64094	---M--	200	added ('OK')	image/jpeg	etag:%2263918a25-fc35%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/committed_bg.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/committed_bg.jpg	(from https://www.leqom.com/)
10:01:19	37928/37928	---M--	200	added ('OK')	image/jpeg	etag:%2263918a25-96a2%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/supporter_bg.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/supporter_bg.jpg	(from https://www.leqom.com/)
10:01:20	71944/71944	---M--	200	added ('OK')	image/jpeg	etag:%2265823fe1-32d90%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/shoplist_bg.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/shoplist_bg.jpg	(from https://www.leqom.com/)
10:01:20	28234/28234	---M--	200	added ('OK')	image/jpeg	etag:%2263918a25-7ea0%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/our_products_img.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/our_products_img.jpg	(from https://www.leqom.com/)
10:01:20	32600/32600	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:21%20GMT	https://www.leqom.com/view/item/000000000002	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/item/000000000002.html	(from https://www.leqom.com/)
10:01:20	71244/71244	---M--	200	added ('OK')	image/jpeg	etag:%2263918a26-13d66%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/bench_press_img_pc.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/bench_press_img_pc.jpg	(from https://www.leqom.com/)
10:01:21	27606/27606	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:22%20GMT	https://www.leqom.com/view/news/list	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/news/list.html	(from https://www.leqom.com/)
10:01:21	23239/23239	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:22%20GMT	https://www.leqom.com/view/news/20250708133839	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/news/20250708133839.html	(from https://www.leqom.com/)
10:01:21	25377/25377	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:22%20GMT	https://www.leqom.com/view/news/20250611162942	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/news/20250611162942.html	(from https://www.leqom.com/)
10:01:22	22629/22629	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:23%20GMT	https://www.leqom.com/view/news/20250425195147	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/news/20250425195147.html	(from https://www.leqom.com/)
10:01:22	28749/28749	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:23%20GMT	https://www.leqom.com/view/item/000000000004	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/item/000000000004.html	(from https://www.leqom.com/)
10:01:22	446/446	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:23%20GMT	https://www.leqom.com/view/item/000000000003	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/item/000000000003.html	(from https://www.leqom.com/)
10:01:22	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	D:/Projects/leqom.com%20-%20OG%20Copy/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://www.leqom.com/)
10:01:23	8392/8392	---M--	200	added ('OK')	text/javascript	date:Thu,%2024%20Jul%202025%2002:01:24%20GMT	https://www.leqom.com/view/asset/user-2-1-2-17147cb36cadc44282c561c92b0dc985.js	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/asset/user-2-1-2-17147cb36cadc44282c561c92b0dc985.js	(from https://www.leqom.com/)
10:01:23	1419/1419	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Jul%202025%2002:01:24%20GMT	https://www.leqom.com/%2Findex.html	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/index-2.html	(from https://www.leqom.com/)
10:01:23	87533/87533	---M--	200	added ('OK')	application/javascript	etag:%22155ed-62431e9b9eeca%22	https://www.leqom.com/js/jquery/3.7.1/jquery.min.js	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/js/jquery/3.7.1/jquery.min.js	(from https://www.leqom.com/)
10:01:24	7821/7821	---M--	200	added ('OK')	application/javascript	etag:%221e8d-62431e9bb003b%22	https://www.leqom.com/js/jqueryplugin/remodal/1.1.1/remodal.min.js	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/js/jqueryplugin/remodal/1.1.1/remodal.min.js	(from https://www.leqom.com/)
10:01:24	14622/14622	---M--	200	added ('OK')	text/javascript	date:Thu,%2024%20Jul%202025%2002:01:25%20GMT	https://www.leqom.com/view/asset/system-2-1-2-454bfb860a4a3ab02cde31b94c852d6e.js	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/asset/system-2-1-2-454bfb860a4a3ab02cde31b94c852d6e.js	(from https://www.leqom.com/)
10:01:25	275641/275641	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b9387b3645a999ad1369f4ccdc1c0137%22	https://static-fe.payments-amazon.com/checkout.js	D:/Projects/leqom.com%20-%20OG%20Copy/static-fe.payments-amazon.com/checkout.js	(from https://www.leqom.com/)
10:01:25	132918/132918	---M--	200	added ('OK')	image/jpeg	etag:%2263918a24-20a3e%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/fv_bg_pc.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/fv_bg_pc.jpg	(from https://www.leqom.com/view/asset/user-2-1-2-30c44d0829cdb296ff1dd3a8e7223742.css)
10:01:26	80562/80562	---M--	200	added ('OK')	image/jpeg	etag:%2263918a24-13ab2%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/fv_bg_sp.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/top/fv_bg_sp.jpg	(from https://www.leqom.com/view/asset/user-2-1-2-30c44d0829cdb296ff1dd3a8e7223742.css)
10:01:26	68737/68737	---M--	200	added ('OK')	text/css	date:Thu,%2024%20Jul%202025%2002:01:27%20GMT	https://www.leqom.com/view/asset/user-2-1-4-3efdf7e4043f57f25c19a573efa0c9a7.css	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/asset/user-2-1-4-3efdf7e4043f57f25c19a573efa0c9a7.css	(from https://www.leqom.com/view/category/product)
10:01:26	583/583	---M--	200	added ('OK')	text/css	date:Thu,%2024%20Jul%202025%2002:01:27%20GMT	https://www.leqom.com/view/asset/system-2-1-4-78e567dc05121ea6e0c5107158f4037f.css	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/asset/system-2-1-4-78e567dc05121ea6e0c5107158f4037f.css	(from https://www.leqom.com/view/category/product)
10:01:27	32729/32729	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:28%20GMT	https://www.leqom.com/view/item/000000000002?category_page_id=product	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/item/00000000000295a8.html	(from https://www.leqom.com/view/category/product)
10:01:28	18101/18101	---M--	200	added ('OK')	image/jpeg	etag:%222e5a09d8f0c504d9de732c07ed2ec697%22	https://makeshop-multi-images.akamaized.net/otv8kaihatsu/itemimages/000000000002_bh1Uj4F.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/makeshop-multi-images.akamaized.net/otv8kaihatsu/itemimages/000000000002_bh1Uj4F.jpg	(from https://www.leqom.com/view/category/product)
10:01:28	28878/28878	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Jul%202025%2002:01:29%20GMT	https://www.leqom.com/view/item/000000000004?category_page_id=product	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/item/00000000000495a8.html	(from https://www.leqom.com/view/category/product)
10:01:28	94794/94794	---M--	200	added ('OK')	image/jpeg	etag:%22b8c208739a0a36ca82c16c1feb07cf9a%22	https://makeshop-multi-images.akamaized.net/otv8kaihatsu/itemimages/000000000004_5mKU3wu.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/makeshop-multi-images.akamaized.net/otv8kaihatsu/itemimages/000000000004_5mKU3wu.jpg	(from https://www.leqom.com/view/category/product)
10:01:29	5492/5492	---M--	200	added ('OK')	text/javascript	date:Thu,%2024%20Jul%202025%2002:01:30%20GMT	https://www.leqom.com/view/asset/user-2-1-4-3acbdfb4af9d139f706a87f8ba322558.js	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/asset/user-2-1-4-3acbdfb4af9d139f706a87f8ba322558.js	(from https://www.leqom.com/view/category/product)
10:01:29	14622/14622	---M--	200	added ('OK')	text/javascript	date:Thu,%2024%20Jul%202025%2002:01:30%20GMT	https://www.leqom.com/view/asset/system-2-1-4-454bfb860a4a3ab02cde31b94c852d6e.js	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/asset/system-2-1-4-454bfb860a4a3ab02cde31b94c852d6e.js	(from https://www.leqom.com/view/category/product)
10:01:30	66673/66673	---M--	200	added ('OK')	text/css	date:Thu,%2024%20Jul%202025%2002:01:30%20GMT	https://www.leqom.com/view/asset/user-2-1-17-b2fd7cbe6745251c004ca2999a256b7a.css	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/asset/user-2-1-17-b2fd7cbe6745251c004ca2999a256b7a.css	(from https://www.leqom.com/view/page/story)
10:01:30	583/583	---M--	200	added ('OK')	text/css	date:Thu,%2024%20Jul%202025%2002:01:31%20GMT	https://www.leqom.com/view/asset/system-2-1-17-78e567dc05121ea6e0c5107158f4037f.css	D:/Projects/leqom.com%20-%20OG%20Copy/www.leqom.com/view/asset/system-2-1-17-78e567dc05121ea6e0c5107158f4037f.css	(from https://www.leqom.com/view/page/story)
10:01:31	335786/335786	---M--	200	added ('OK')	image/jpeg	etag:%2263f41d0f-a8449%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_bg_pc_01.jpg	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/story_bg_pc_01.jpg	(from https://www.leqom.com/view/page/story)
10:01:31	135848/135848	---M--	200	added ('OK')	image/png	etag:%2264a7a045-212a8%22	https://gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_02.png	D:/Projects/leqom.com%20-%20OG%20Copy/gigaplus.makeshop.jp/otv8kaihatsu/assets/img/story/physicaltask_img_02.png	(from https://www.leqom.com/view/page/story)
